1774265187.168272; Key.shift_r; keydown
1774265216.1346703; e; keydown
1774265216.1860301; Key.alt_r; keyup
1774265216.2463052; e; keyup
1774265216.3506007; Key.space; keydown
1774265216.4537585; Key.space; keyup
1774265216.5406697; s; keydown
1774265216.6519992; s; keyup
1774265216.653791; i; keydown
1774265216.7283778; i; keyup
1774265216.7885993; e; keydown
1774265216.872282; e; keyup
1774265216.9063494; Key.alt_r; keydown
1774265216.98466; c; keydown
1774265217.0502634; Key.alt_r; keyup
1774265217.1001961; c; keyup
1774265217.5124595; ,; keydown
1774265217.6242752; ,; keyup
1774265217.6806626; Key.space; keydown
1774265217.7678177; Key.space; keyup
1774265217.9342353; p; keydown
1774265218.088292; p; keyup
1774265218.0945873; r; keydown
1774265218.1986601; z; keydown
1774265218.2361288; r; keyup
1774265218.3082423; z; keyup
1774265218.4102082; e; keydown
1774265218.4983532; e; keyup
1774265218.5646124; m; keydown
1774265218.6581535; m; keyup
1774265218.6966493; y; keydown
1774265218.7803571; y; keyup
1774265218.8180952; Key.alt_r; keydown
1774265218.9704695; s; keydown
1774265219.030275; Key.alt_r; keyup
1774265219.0904074; s; keyup
1774265219.6447432; l; keydown
1774265219.7543316; l; keyup
1774265219.8467727; Key.space; keydown
1774265219.9438505; Key.space; keyup
1774265220.1826067; b; keydown
1774265220.2722373; b; keyup
1774265220.2965217; Key.alt_r; keydown
1774265220.3541384; l; keydown
1774265220.458727; Key.alt_r; keyup
1774265220.4858086; l; keyup
1774265220.6326277; Key.alt_r; keydown
1774265220.7481284; a; keydown
1774265220.8520505; Key.alt_r; keyup
1774265220.869883; a; keyup
1774265221.4027364; d; keydown
1774265221.536351; d; keyup
1774265221.782628; Key.space; keydown
1774265221.8797264; Key.space; keyup
1774265222.3425994; Key.backspace; keydown
1774265222.4061368; Key.backspace; keyup
1774265222.5446723; ,; keydown
1774265222.6623423; ,; keyup
1774265222.698143; Key.space; keydown
1774265222.7976317; Key.space; keyup
1774265222.8519373; c; keydown
1774265222.9880288; h; keydown
1774265223.019672; c; keyup
1774265223.0337996; Key.alt_r; keydown
1774265223.049542; h; keyup
1774265223.1277711; l; keydown
1774265223.2078395; Key.alt_r; keyup
1774265223.211604; l; keyup
1774265223.3421507; o; keydown
1774265223.4264216; o; keyup
1774265223.6126935; Key.alt_r; keydown
1774265223.6867642; n; keydown
1774265223.7584329; Key.alt_r; keyup
1774265223.7900476; n; keyup
1774265224.0366976; Key.space; keydown
1774265224.126223; Key.space; keyup
1774265224.394493; c; keydown
1774265224.5324142; c; keyup
1774265224.8006835; Key.backspace; keydown
1774265224.8799796; Key.backspace; keyup
1774265224.898726; d; keydown
1774265224.996318; d; keyup
1774265225.0687823; Key.alt_r; keydown
1774265225.2244768; Key.alt_r; keyup
1774265225.4166977; Key.alt_r; keydown
1774265225.5346637; x; keydown
1774265225.6318934; Key.alt_r; keyup
1774265225.6464303; x; keyup
1774265225.856238; w; keydown
1774265225.972843; i; keydown
1774265225.9897463; w; keyup
1774265226.0524516; i; keyup
1774265226.1626906; Key.alt_r; keydown
1774265226.2287092; e; keydown
1774265226.274229; Key.alt_r; keyup
1774265226.3362896; e; keyup
1774265226.4148943; k; keydown
1774265226.5147684; k; keyup
1774265226.6047714; Key.space; keydown
1774265226.7224772; Key.space; keyup
1774265226.8767486; i; keydown
1774265226.9745247; i; keyup
1774265227.0047462; Key.space; keydown
1774265227.0924127; Key.space; keyup
1774265227.1807685; g; keydown
1774265227.2363284; r; keydown
1774265227.336434; g; keyup
1774265227.3468063; a; keydown
1774265227.362042; r; keyup
1774265227.456429; a; keyup
1774265227.7787366; f; keydown
1774265227.8739624; f; keyup
1774265227.9428678; i; keydown
1774265228.0424745; i; keyup
1774265228.098716; c; keydown
1774265228.1988022; z; keydown
1774265228.230079; c; keyup
1774265228.3224566; z; keyup
1774265228.3447402; n; keydown
1774265228.356329; i; keydown
1774265228.4464488; n; keyup
1774265228.4665923; i; keyup
1774265228.4828207; e; keydown
1774265228.6307185; Key.space; keydown
1774265228.635584; e; keyup
1774265228.7398856; Key.space; keyup
1774265228.9182274; z; keydown
1774265229.0560272; z; keyup
1774265229.1582305; a; keydown
1774265229.2639499; a; keyup
1774265229.398478; Key.alt_r; keydown
1774265229.4663773; z; keydown
1774265229.5660355; Key.alt_r; keyup
1774265229.5785244; z; keyup
1774265229.7167776; Key.alt_r; keydown
1774265229.8185425; o; keydown
1774265229.9080617; Key.alt_r; keyup
1774265229.9238827; o; keyup
1774265230.0747612; Key.alt_r; keydown
1774265230.1485848; l; keydown
1774265230.2481296; Key.alt_r; keyup
1774265230.2681088; l; keyup
1774265230.4226992; Key.alt_r; keydown
1774265230.5228596; c; keydown
1774265230.6384504; c; keyup
1774265230.639642; Key.alt_r; keyup
1774265230.9668157; Key.space; keydown
1774265231.0523021; Key.space; keyup
1774265231.1668375; f; keydown
1774265231.2562683; f; keyup
1774265231.2747595; u; keydown
1774265231.3785145; u; keyup
1774265231.408805; z; keydown
1774265231.5521188; z; keyup
1774265231.6626093; j; keydown
1774265231.7305784; j; keyup
1774265231.8707297; Key.alt_r; keydown
1774265231.9830554; e; keydown
1774265232.0120823; Key.alt_r; keyup
1774265232.1184168; e; keyup
1774265232.1200151; Key.space; keydown
1774265232.2063906; Key.space; keyup
1774265232.2482224; p; keydown
1774265232.3282187; r; keydown
1774265232.3399723; p; keyup
1774265232.4404802; r; keyup
1774265232.464849; o; keydown
1774265232.534537; o; keyup
1774265232.6548584; j; keydown
1774265232.7448683; e; keydown
1774265232.747671; j; keyup
1774265232.8644705; e; keyup
1774265232.8883474; k; keydown
1774265232.9665008; k; keyup
1774265232.9968083; t; keydown
1774265233.1005063; t; keyup
1774265233.1128998; Key.alt_r; keydown
1774265233.1763597; o; keydown
1774265233.2325177; Key.alt_r; keyup
1774265233.25457; o; keyup
1774265233.2965932; w; keydown
1774265233.4240422; w; keyup
1774265233.8808663; .; keydown
1774265233.9720056; .; keyup
1774265234.1043737; Key.enter; keydown
1774265234.1805558; Key.enter; keyup
